file_name,source_path,file_size_mb,matched_by,matched_keyword
(04)JUMO--902940温度显示变送器.PDF,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电技术手册/二次说明书/1-3号水轮发电机辅控/主机自动化元件说明书/(04)JUMO--902940温度显示变送器.PDF,0.428,filename,变送器
001.2022年真题解析.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/001.2022年真题解析.pdf,0.550,pdf_content,仪表+控制
001.安全生产相关法律（一）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/001.安全生产相关法律（一）.pdf,0.329,pdf_content,核设施
002.安全生产单行法律（二）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/002.安全生产单行法律（二）.pdf,0.555,pdf_content,核设施
004.安全生产单行法律（四）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/004.安全生产单行法律（四）.pdf,0.484,pdf_content,核设施
009.危险化学品输送管道安全管理规定、危险化学品重大危险源监督管理暂行规定、工贸企业有限空间作业安全管理与监督暂行规定.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/009.危险化学品输送管道安全管理规定、危险化学品重大危险源监督管理暂行规定、工贸企业有限空间作业安全管理与监督暂行规定.pdf,0.245,pdf_content,仪表+控制
009.施工招标投标与合同管理（二）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/009.施工招标投标与合同管理（二）.pdf,0.165,pdf_content,核工程
01-1国家能源集团火电企业技术监督检查评分标准.pdf,/data1/无监督数据/未清洗数据/火电大模型标准/水泵标准/集团标准/01-1国家能源集团火电企业技术监督检查评分标准.pdf,1.333,pdf_content,仪表+控制
01.二建-水利-超押B卷-无答案版.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/01.二建-水利-超押B卷-无答案版.pdf,0.739,pdf_content,核工程
03 ZFL-D250 调速器机柜说明书.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电技术手册/机械说明书/调速器有关说明书/03 ZFL-D250 调速器机柜说明书.docx,0.343,docx_content,变送器
03.第四章【打印版】.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/03.第四章【打印版】.pdf,3.997,pdf_content,核设施
04.二建-水利-超押B卷-有答案版.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/04.二建-水利-超押B卷-有答案版.pdf,0.851,pdf_content,核工程
04.第四章【观看版】.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/04.第四章【观看版】.pdf,0.416,pdf_content,核设施
04071.pdf,/data1/无监督数据/未清洗数据/光伏产品参数/晶科能源/产品参数/04071.pdf,5.514,pdf_content,探测器
06 用户说明书-250主配.PDF,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电技术手册/二次说明书/调速/06 用户说明书-250主配.PDF,0.602,pdf_content,电磁阀
06 用户说明书-250主配.pdf,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电技术手册/机械说明书/调速器有关说明书/06 用户说明书-250主配.pdf,0.602,pdf_content,电磁阀
06、第1章 （6）水工建筑材料.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/06、第1章 （6）水工建筑材料.pdf,0.438,pdf_content,仪表+控制
07.第三章和第四章随堂测试题目+答案及解析.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/07.第三章和第四章随堂测试题目+答案及解析.pdf,0.309,pdf_content,核设施
09.第六章【观看版】.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/09.第六章【观看版】.pdf,8.031,pdf_content,仪表+控制
0PG.412.922-2断路器安装使用说明书.pdf,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电技术手册/机械说明书/GIS安装使用说明书/0PG.412.922-2断路器安装使用说明书.pdf,0.747,pdf_content,主控室
0灯泡贯流式机组垂直支撑A级检修作业指导书.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修规程/3.灯泡贯流式机组检修作业指导书/机械/0灯泡贯流式机组垂直支撑A级检修作业指导书.docx,0.135,docx_content,仪表+控制
1-3号发电机运行维护说明书.pdf,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电技术手册/机械说明书/发电机说明书/1-3号发电机运行维护说明书.pdf,1.979,pdf_content,探测器
1-陆上风力发电建设工程质量监督检查大纲.pdf,/data2/无监督数据/未清洗数据/风机设备/电力/国标、行标/技术规范/1-陆上风力发电建设工程质量监督检查大纲.pdf,0.551,pdf_content,仪表+控制
10.第七章【打印版】.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/10.第七章【打印版】.pdf,3.215,pdf_content,仪表+控制
10202889.pdf,/data1/无监督数据/未清洗数据/船舶知识/船舶2/10202889.pdf,30.568,pdf_content,仪表+控制
109.塑料制品的结构设计.pdf,/data1/无监督数据/未清洗数据/大圣盘-机械类数据收集/300本相关书籍/海量机械设计手册/109.塑料制品的结构设计.pdf,1.683,pdf_content,仪表+控制
10kV 911DL、931DL保护装置及开关控制回路检修报告.pdf,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/二次班1号机组C级检修/2023-2024/10kV 911DL、931DL保护装置及开关控制回路检修报告.pdf,0.320,pdf_content,仪表+控制
11.第七章【观看版】.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/11.第七章【观看版】.pdf,4.686,pdf_content,仪表+控制
110kV老鹰岩光伏电站35kV母差保护装置校验作业指导书.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/光伏检修规程/老鹰岩光伏电站运行规程和检修规程/110kV老鹰岩光伏电站35kV母差保护装置校验作业指导书.docx,0.068,docx_content,仪表+控制
110kV老鹰岩光伏电站线路保护装置校验作业指导书.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/光伏检修规程/老鹰岩光伏电站运行规程和检修规程/110kV老鹰岩光伏电站线路保护装置校验作业指导书.docx,0.064,docx_content,仪表+控制
11144052.pdf,/data1/无监督数据/未清洗数据/船舶知识/船舶3/11144052.pdf,9.308,pdf_content,贯穿件
11497440.pdf,/data1/无监督数据/未清洗数据/船舶知识/船舶4/11497440.pdf,35.024,pdf_content,核动力
11883242.pdf,/data1/无监督数据/未清洗数据/船舶知识/船舶6/11883242.pdf,32.586,pdf_content,核电
11904746.pdf,/data1/无监督数据/未清洗数据/船舶知识/船舶5/11904746.pdf,9.901,pdf_content,仪表+控制
11灯泡贯流式机组受油器A级检修作业指导书.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修规程/3.灯泡贯流式机组检修作业指导书/机械/11灯泡贯流式机组受油器A级检修作业指导书.docx,0.188,docx_content,仪表+控制
12.2023年中级安全工程师《法规》基础直播阶段测试卷(1).pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/12.2023年中级安全工程师《法规》基础直播阶段测试卷(1).pdf,0.869,pdf_content,核设施
12.2023年中级安全工程师《法规》基础直播阶段测试卷.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/12.2023年中级安全工程师《法规》基础直播阶段测试卷.pdf,0.869,pdf_content,核设施
12.尖山营光伏电站光伏区及变电站检修规程.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/光伏检修规程/老鹰岩光伏电站运行规程和检修规程/12.尖山营光伏电站光伏区及变电站检修规程.docx,0.166,docx_content,仪表+控制
12958356.pdf,/data1/无监督数据/未清洗数据/船舶知识/船舶4/12958356.pdf,20.170,pdf_content,核动力
12d730s016.12.15.docx,/data1/无监督数据/未清洗数据/大圣盘-机械类数据收集/12d730s016.12.15.docx,1.191,docx_content,仪表+控制
13.尖山营光伏电站继电保护设备检修试验规程.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/光伏检修规程/老鹰岩光伏电站运行规程和检修规程/13.尖山营光伏电站继电保护设备检修试验规程.docx,0.145,docx_content,仪表+控制
14-龙源电力集团股份有限公司办公、生活、生产用房管理办法（龙源工[2020]70号）.pdf,/data2/无监督数据/未清洗数据/风机设备/龙源电力集团股份有限公司/工程建设类_龙源制度/14-龙源电力集团股份有限公司办公、生活、生产用房管理办法（龙源工[2020]70号）.pdf,0.264,pdf_content,主控室
14灯泡贯流式机组主轴密封A级检修作业指导书.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修规程/3.灯泡贯流式机组检修作业指导书/机械/14灯泡贯流式机组主轴密封A级检修作业指导书.docx,0.369,docx_content,仪表+控制
16 职业技能等级认定办法.pdf,/data2/无监督数据/未清洗数据/风机设备/龙源电力集团股份有限公司/组织人事/16 职业技能等级认定办法.pdf,1.159,pdf_content,核设施
17 职位职级管理办法.pdf,/data2/无监督数据/未清洗数据/风机设备/龙源电力集团股份有限公司/组织人事/17 职位职级管理办法.pdf,1.090,pdf_content,热工控制
17-龙源电力集团股份有限公司境外项目工程建设管理办法（龙源工[2020]70号）.pdf,/data2/无监督数据/未清洗数据/风机设备/龙源电力集团股份有限公司/工程建设类_龙源制度/17-龙源电力集团股份有限公司境外项目工程建设管理办法（龙源工[2020]70号）.pdf,0.159,pdf_content,核工程
171573810636348vvtb.pdf,/data1/无监督数据/未清洗数据/风力发电参数/禾望电气/电气传动参数/产品资料/171573810636348vvtb.pdf,2.799,pdf_content,变送器
19-龙源电力集团股份有限公司境外项目工程建设管理办法（龙源工[2020]70号）.pdf,/data2/无监督数据/未清洗数据/风机设备/龙源电力集团股份有限公司/工程建设类_龙源制度/19-龙源电力集团股份有限公司境外项目工程建设管理办法（龙源工[2020]70号）.pdf,0.100,pdf_content,核工程
1、轴流转浆机组转轮A级检修作业指导书.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修规程/2.轴流转桨式机组检修作业指导书/1、轴流转浆机组转轮A级检修作业指导书.docx,0.223,docx_content,仪表+控制
1号主变冷却系统控制回路检修报告（含质量验收卡）.pdf,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/二次班1号机组C级检修/2023-2024/1号主变冷却系统控制回路检修报告（含质量验收卡）.pdf,1.016,pdf_content,变送器
1号主变压器保护装置检修报告.pdf,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/二次班1号机组C级检修/2023-2024/1号主变压器保护装置检修报告.pdf,1.833,pdf_content,仪表+控制
1号主变高压侧分支试验记录表.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/一次班1号机组检修/2021-2022/试验记录表/1号主变高压侧分支试验记录表.docx,0.101,docx_content,仪表+控制
1号发电机GCB试验记录表（20212309）苏理群.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/一次班1号机组检修/2021-2022/试验记录表/1号发电机GCB试验记录表（20212309）苏理群.docx,0.065,docx_content,仪表+控制
1号发电机保护装置检修报告.pdf,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/二次班1号机组C级检修/2023-2024/1号发电机保护装置检修报告.pdf,1.669,pdf_content,仪表+控制
1号发辅检修报告.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/二次班1号机组C级检修/2023-2024/1号发辅检修报告.docx,0.098,docx_content,仪表+控制
"1号机启动试验方案 （2023年下半年,带表格）.pdf","/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电启动试验方案/1号机启动试验方案 （2023年下半年,带表格）.pdf",0.930,pdf_content,仪表+控制
1号机快速闸门控制系统检修报告.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/二次班1号机组C级检修/2023-2024/1号机快速闸门控制系统检修报告.docx,0.071,docx_content,变送器
1号机快速闸门控制系统检修报告（含质量验收卡）.pdf,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/二次班1号机组C级检修/2023-2024/1号机快速闸门控制系统检修报告（含质量验收卡）.pdf,0.659,pdf_content,变送器
1号机检修检修机械部分总结报告（2023.12.24）.pdf,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/机械班1号机组检修/2023-2024/检修方案（四措两案）/1号机检修检修机械部分总结报告（2023.12.24）.pdf,3.418,pdf_content,电磁阀
1号机检修资料汇总版.pdf,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/机械班1号机组检修/2023-2024/检修方案（四措两案）/1号机检修资料汇总版.pdf,3.418,pdf_content,电磁阀
1号机监控系统检修报告（含质量验收卡）.pdf,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/二次班1号机组C级检修/2023-2024/1号机监控系统检修报告（含质量验收卡）.pdf,1.812,pdf_content,变送器
1号机组检修机械部分总结报告（2022.12.20）.pdf,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/机械班1号机组检修/2022-2023/检修方案（三错两案）/1号机组检修机械部分总结报告（2022.12.20）.pdf,3.470,pdf_content,电磁阀
1号机组流道充水及各冷却供水系统通水试验方案（2022.10.07改）.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/机械班1号机组检修/2022-2023/检修方案（三错两案）/1号机组流道充水及各冷却供水系统通水试验方案（2022.10.07改）.docx,0.082,docx_content,仪表+控制
1号机组流道充水及各冷却供水系统通水试验方案（完成）.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/机械班1号机组检修/2023-2024/检修方案（四措两案）/1号机组流道充水及各冷却供水系统通水试验方案（完成）.docx,0.089,docx_content,仪表+控制
1号机组流道充水及各冷却供水系统通水试验方案（李青安）.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/机械班1号机组检修/2021-2022/检修方案（三措两案）/1号机组流道充水及各冷却供水系统通水试验方案（李青安）.docx,0.071,docx_content,仪表+控制
1号机计算机监控系统机组LCU检修作业指导书（含检修报告、质量验收卡）.pdf,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电作业指导书/1号机组检修作业指导书/1号机计算机监控系统机组LCU检修作业指导书（含检修报告、质量验收卡）.pdf,4.323,pdf_content,变送器
1号机计算机监控系统检修报告.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/二次班1号机组C级检修/2023-2024/1号机计算机监控系统检修报告.docx,0.044,docx_content,变送器
1号机调速器电气控制系统检修报告.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/二次班1号机组C级检修/2023-2024/1号机调速器电气控制系统检修报告.docx,0.086,docx_content,电磁阀
1号水轮机辅助控制系统检修报告.docx,/data2/无监督数据/未清洗数据/风机设备/中国大唐集团有限公司/水电检修报告/二次班1号机组C级检修/2023-2024/1号水轮机辅助控制系统检修报告.docx,0.036,docx_content,仪表+控制
2-1-4（主席令第4号）中华人民共和国特种设备安全法.pdf,/data2/无监督数据/未清洗数据/风机设备/电力/法律法规/2-1-4（主席令第4号）中华人民共和国特种设备安全法.pdf,0.170,pdf_content,核设施
2-1-5（主席令第6号）中华人民共和国消防法.pdf,/data2/无监督数据/未清洗数据/风机设备/电力/法律法规/2-1-5（主席令第6号）中华人民共和国消防法.pdf,0.085,pdf_content,核电
2-1-6（国务院令493号）安全生产事故报告和调查处理条例.pdf,/data2/无监督数据/未清洗数据/风机设备/电力/法律法规/2-1-6（国务院令493号）安全生产事故报告和调查处理条例.pdf,0.105,pdf_content,核设施
2-1-7（国务院令第549号）特种设备安全监察条例.pdf,/data2/无监督数据/未清洗数据/风机设备/电力/法律法规/2-1-7（国务院令第549号）特种设备安全监察条例.pdf,0.289,pdf_content,核设施
2-3-13 （电建质监[2009]58号） 电力建设工程质量监督检查典型大纲（风力发电部分）.pdf,/data2/无监督数据/未清洗数据/风机设备/电力/法律法规/2-3-13 （电建质监[2009]58号） 电力建设工程质量监督检查典型大纲（风力发电部分）.pdf,0.272,pdf_content,仪表+控制
2-3-14 （电建质监[2011]92号） 电力建设工程质量监督检查典型大纲（光伏发电部分）.pdf,/data2/无监督数据/未清洗数据/风机设备/电力/法律法规/2-3-14 （电建质监[2011]92号） 电力建设工程质量监督检查典型大纲（光伏发电部分）.pdf,0.839,pdf_content,仪表+控制
2-3-17 （中电建协[2010]51号） 电力工程调试能力资格管理办法.pdf,/data2/无监督数据/未清洗数据/风机设备/电力/法律法规/2-3-17 （中电建协[2010]51号） 电力工程调试能力资格管理办法.pdf,0.469,pdf_content,核电
2-3-2 （建设部令第158号）工程监理企业资质管理规定-2007.pdf,/data2/无监督数据/未清洗数据/风机设备/电力/法律法规/2-3-2 （建设部令第158号）工程监理企业资质管理规定-2007.pdf,0.385,pdf_content,核电
2-4-8（安监总局令第30号）特种作业人员安全技术培训考核管理规定.pdf,/data2/无监督数据/未清洗数据/风机设备/电力/法律法规/2-4-8（安监总局令第30号）特种作业人员安全技术培训考核管理规定.pdf,0.195,pdf_content,仪表+控制
2-光伏发电建设工程质量监督检查大纲.pdf,/data2/无监督数据/未清洗数据/风机设备/电力/国标、行标/技术规范/2-光伏发电建设工程质量监督检查大纲.pdf,0.513,pdf_content,仪表+控制
2.第二本：环境管理法律法规全书.docx,/data1/无监督数据/未清洗数据/国能安徽/安全生产法律法规清单（2024年9月版）（含符合性评价表）/安全生产法律法规汇编全书/2.第二本：环境管理法律法规全书.docx,0.640,docx_content,核电
2010监理工程师《案例分析》真题及答案（完整版）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2010监理工程师《案例分析》真题及答案（完整版）.pdf,1.354,pdf_content,核工程
2010监理工程师《理论与法规》真题及答案（完整版）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2010监理工程师《理论与法规》真题及答案（完整版）.pdf,1.547,pdf_content,核工程
2010考前辅导-题型及相关范例.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2010考前辅导-题型及相关范例.pdf,1.319,pdf_content,仪表+控制
2011年11月一级安评价师考试真题.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2011年11月一级安评价师考试真题.pdf,0.171,pdf_content,仪表+控制
2011年安全工程师《安全生产法》真题及答案..pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2011年安全工程师《安全生产法》真题及答案..pdf,0.387,pdf_content,核电
2011年法规真题+答案+解析.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2011年法规真题+答案+解析.pdf,1.147,pdf_content,核电
2011年注册化工工程师辅导：化工自控设计初步设计讲义1.docx,/data1/无监督数据/未清洗数据/大圣盘-机械类数据收集/2011年注册化工工程师辅导：化工自控设计初步设计讲义1.docx,0.015,docx_content,仪表+控制
2011注册化工工程师专业基础知识辅导1：变频器在炼油化工装置上的应用.docx,/data1/无监督数据/未清洗数据/大圣盘-机械类数据收集/2011注册化工工程师专业基础知识辅导1：变频器在炼油化工装置上的应用.docx,0.027,docx_content,仪表+控制
2012年安全工程师《安全生产法》真题及答案.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2012年安全工程师《安全生产法》真题及答案.pdf,0.390,pdf_content,核设施
2012年法规真题+答案+解析.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2012年法规真题+答案+解析.pdf,1.294,pdf_content,核设施
2012监理工程师《三控》真题及答案（完整版）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2012监理工程师《三控》真题及答案（完整版）.pdf,2.739,pdf_content,核工程
2012监理工程师《案例分析》真题及答案（完整版）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2012监理工程师《案例分析》真题及答案（完整版）.pdf,1.765,pdf_content,核工程
2012监理工程师《理论与法规》真题及答案（完整版）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2012监理工程师《理论与法规》真题及答案（完整版）.pdf,1.754,pdf_content,核工程
2013年安全工程师《安全生产法》真题及答案.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2013年安全工程师《安全生产法》真题及答案.pdf,0.398,pdf_content,核设施
2013年法规真题+答案+解析.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2013年法规真题+答案+解析.pdf,1.133,pdf_content,核设施
2014年安全工程师《安全生产法》真题及答案.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2014年安全工程师《安全生产法》真题及答案.pdf,0.395,pdf_content,核设施
2014年法规真题+答案+解析.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2014年法规真题+答案+解析.pdf,1.241,pdf_content,核设施
2014注安《技术》真题参考答案.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2014注安《技术》真题参考答案.pdf,21.538,pdf_content,仪表+控制
2014注安《法规》真题.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2014注安《法规》真题.pdf,17.124,pdf_content,核设施
2014注安《法规》真题参考答案.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2014注安《法规》真题参考答案.pdf,26.544,pdf_content,核设施
2014注安《法规》真题及参考答案(1).pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2014注安《法规》真题及参考答案(1).pdf,0.564,pdf_content,核设施
2014注安《法规》真题及参考答案.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2014注安《法规》真题及参考答案.pdf,0.557,pdf_content,核设施
2014注安《法规》真题（题目）(1).pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2014注安《法规》真题（题目）(1).pdf,0.511,pdf_content,核设施
2014注安《法规》真题（题目）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2014注安《法规》真题（题目）.pdf,0.441,pdf_content,核设施
2014监理工程师《三控》真题及答案（完整版）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2014监理工程师《三控》真题及答案（完整版）.pdf,2.608,pdf_content,核工程
2014监理工程师《理论与法规》真题及答案（完整版）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2014监理工程师《理论与法规》真题及答案（完整版）.pdf,3.296,pdf_content,核工程
2015-2019年监理-土建控制-历年真题-答案分离版.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2015-2019年监理-土建控制-历年真题-答案分离版.pdf,2.123,pdf_content,核工程
2015-2019年监理-案例分析-历年真题-答案分离版.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2015-2019年监理-案例分析-历年真题-答案分离版.pdf,1.457,pdf_content,核工程
2015-2019年监理-概论法规-历年真题-答案分离版.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2015-2019年监理-概论法规-历年真题-答案分离版.pdf,1.250,pdf_content,核工程
2015年一级造价工程师考试《安装计量》真题.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2015年一级造价工程师考试《安装计量》真题.pdf,0.374,pdf_content,仪表+控制
2015年一级造价工程师考试《安装计量》真题解析.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2015年一级造价工程师考试《安装计量》真题解析.pdf,0.825,pdf_content,仪表+控制
2015年安全工程师《安全生产法》真题及答案.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2015年安全工程师《安全生产法》真题及答案.pdf,0.394,pdf_content,核设施
2015年法规真题+答案+解析.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2015年法规真题+答案+解析.pdf,1.373,pdf_content,核设施
2015注安《法规》真题及参考答案(1).pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2015注安《法规》真题及参考答案(1).pdf,0.645,pdf_content,核设施
2015注安《法规》真题及参考答案(2).pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2015注安《法规》真题及参考答案(2).pdf,36.035,pdf_content,核设施
2015注安《法规》真题及参考答案.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2015注安《法规》真题及参考答案.pdf,0.721,pdf_content,核设施
2015监理工程师《三控》真题及答案（完整版）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2015监理工程师《三控》真题及答案（完整版）.pdf,3.442,pdf_content,仪表+控制
2015监理工程师《理论与法规》真题及答案（完整版）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2015监理工程师《理论与法规》真题及答案（完整版）.pdf,1.513,pdf_content,核工程
2016年一级造价工程师考试《安装计量》真题.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2016年一级造价工程师考试《安装计量》真题.pdf,0.383,pdf_content,仪表+控制
2016年一级造价工程师考试《安装计量》真题解析.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2016年一级造价工程师考试《安装计量》真题解析.pdf,0.693,pdf_content,仪表+控制
2016监理工程师《案例分析》真题.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2016监理工程师《案例分析》真题.pdf,1.204,pdf_content,核工程
2017安全评价基础知识.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2017安全评价基础知识.pdf,1.602,pdf_content,主控室
2017安全评价法律法规.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2017安全评价法律法规.pdf,2.337,pdf_content,核设施
2017年一级造价工程师考试《安装计量》真题.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2017年一级造价工程师考试《安装计量》真题.pdf,0.385,pdf_content,仪表+控制
2017年一级造价工程师考试《安装计量》真题解析.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2017年一级造价工程师考试《安装计量》真题解析.pdf,0.722,pdf_content,仪表+控制
2017监理工程师《合同管理》真题及答案（01-76）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2017监理工程师《合同管理》真题及答案（01-76）.pdf,1.349,pdf_content,核工程
2018年一级造价工程师考试《安装计量》真题.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2018年一级造价工程师考试《安装计量》真题.pdf,0.391,pdf_content,仪表+控制
2018年一级造价工程师考试《安装计量》真题解析.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2018年一级造价工程师考试《安装计量》真题解析.pdf,0.693,pdf_content,仪表+控制
2018年法规真题+答案+解析.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2018年法规真题+答案+解析.pdf,1.376,pdf_content,核设施
2018注安《法规》真题参考答案.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2018注安《法规》真题参考答案.pdf,6.384,pdf_content,核设施
2018注安《法规》真题及参考答案(1).pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2018注安《法规》真题及参考答案(1).pdf,0.471,pdf_content,核设施
2018注安《法规》真题及参考答案(2).pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2018注安《法规》真题及参考答案(2).pdf,20.697,pdf_content,核设施
2018注安《法规》真题及参考答案.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2018注安《法规》真题及参考答案.pdf,0.440,pdf_content,核设施
2018监理工程师《理论与法规》真题及答案（完整版）.pdf,/data1/无监督数据/未清洗数据/安全场景案例等散数据/培训资料/2018监理工程师《理论与法规》真题及答案（完整版）.pdf,4.367,pdf_content,核工程
